Cumulative sequencing depth,Fraction of target bases(%)
1856,0.023320
1857,0.023320
1858,0.023320
1859,0.023320
1860,0.023320
1861,0.023192
1862,0.023192
1863,0.023128
1864,0.023063
1865,0.023063
1866,0.023063
1867,0.022999
1868,0.022935
1869,0.022935
1870,0.022871
1871,0.022871
1872,0.022806
1873,0.022742
1874,0.022614
1875,0.022614
1876,0.022550
1877,0.022485
1878,0.022485
1879,0.022421
1880,0.022357
1881,0.022357
1882,0.022293
1883,0.022228
1884,0.022164
1885,0.022100
1886,0.022100
1887,0.022100
1888,0.021971
1889,0.021971
1890,0.021907
1891,0.021907
1892,0.021907
1893,0.021843
1894,0.021779
1895,0.021714
1896,0.021457
1897,0.021457
1898,0.021393
1899,0.021393
1900,0.021329
1901,0.021329
1902,0.021265
1903,0.021200
1904,0.021072
1905,0.021008
1906,0.021008
1907,0.021008
1908,0.020943
1909,0.020879
1910,0.020879
1911,0.020879
1912,0.020815
1913,0.020815
1914,0.020751
1915,0.020686
1916,0.020558
1917,0.020558
1918,0.020494
1919,0.020429
1920,0.020301
1921,0.020108
1922,0.019980
1923,0.019916
1924,0.019723
1925,0.019659
1926,0.019594
1927,0.019530
1928,0.019402
1929,0.019337
1930,0.019273
1931,0.019080
1932,0.019080
1933,0.019016
1934,0.019016
1935,0.019016
1936,0.018888
1937,0.018888
1938,0.018888
1939,0.018888
1940,0.018823
1941,0.018759
1942,0.018631
1943,0.018631
1944,0.018374
1945,0.018374
1946,0.018245
1947,0.018117
1948,0.017924
1949,0.017667
1950,0.017667
1951,0.017603
1952,0.017539
1953,0.017539
1954,0.017539
1955,0.017539
1956,0.017539
1957,0.017474
1958,0.017474
1959,0.017410
1960,0.017282
1961,0.017282
1962,0.017282
1963,0.017217
1964,0.017153
1965,0.017025
1966,0.016896
1967,0.016768
1968,0.016703
1969,0.016703
1970,0.016703
1971,0.016703
1972,0.016703
1973,0.016575
1974,0.016382
1975,0.016254
1976,0.016189
1977,0.016125
1978,0.015932
1979,0.015868
1980,0.015868
1981,0.015868
1982,0.015868
1983,0.015868
1984,0.015675
1985,0.015675
1986,0.015611
1987,0.015611
1988,0.015547
1989,0.015483
1990,0.015418
1991,0.015354
1992,0.015354
1993,0.015354
1994,0.015354
1995,0.015354
1996,0.015354
1997,0.015354
1998,0.015354
1999,0.015354
2000,0.015354
2001,0.015354
2002,0.015290
2003,0.015226
2004,0.015226
2005,0.015226
2006,0.015226
2007,0.015226
2008,0.015226
2009,0.015226
2010,0.015226
2011,0.015226
2012,0.015226
2013,0.015226
2014,0.015226
2015,0.015161
2016,0.015161
2017,0.015161
2018,0.015161
2019,0.015161
2020,0.015161
2021,0.015161
2022,0.015097
2023,0.015097
2024,0.015033
2025,0.015033
2026,0.014969
2027,0.014905
2028,0.014840
2029,0.014840
2030,0.014840
2031,0.014840
2032,0.014712
2033,0.014712
2034,0.014712
2035,0.014712
2036,0.014712
2037,0.014712
2038,0.014648
2039,0.014648
2040,0.014648
2041,0.014648
2042,0.014648
2043,0.014648
2044,0.014648
2045,0.014648
2046,0.014648
2047,0.014648
2048,0.014648
2049,0.014583
2050,0.014583
2051,0.014583
2052,0.014583
2053,0.014519
2054,0.014519
2055,0.014455
2056,0.014391
2057,0.014391
2058,0.014391
2059,0.014326
2060,0.014326
2061,0.014326
2062,0.014326
2063,0.014326
2064,0.014326
2065,0.014326
2066,0.014262
2067,0.014198
2068,0.014198
2069,0.014198
2070,0.014198
2071,0.014198
2072,0.014198
2073,0.014198
2074,0.014198
2075,0.014198
2076,0.014134
2077,0.014134
2078,0.014069
2079,0.014069
2080,0.014005
2081,0.014005
2082,0.014005
2083,0.013941
2084,0.013941
2085,0.013941
2086,0.013877
2087,0.013877
2088,0.013812
2089,0.013812
2090,0.013812
2091,0.013748
2092,0.013748
2093,0.013748
2094,0.013684
2095,0.013684
2096,0.013684
2097,0.013684
2098,0.013684
2099,0.013684
2100,0.013684
2101,0.013620
2102,0.013555
2103,0.013491
2104,0.013491
2105,0.013491
2106,0.013427
2107,0.013363
2108,0.013363
2109,0.013298
2110,0.013298
2111,0.013298
2112,0.013234
2113,0.013234
2114,0.013234
2115,0.013234
2116,0.013234
2117,0.013234
2118,0.013234
2119,0.013234
2120,0.013106
2121,0.013106
2122,0.013106
2123,0.013041
2124,0.013041
2125,0.013041
2126,0.013041
2127,0.013041
2128,0.013041
2129,0.013041
2130,0.013041
2131,0.012977
2132,0.012977
2133,0.012977
2134,0.012849
2135,0.012784
2136,0.012784
2137,0.012720
2138,0.012720
2139,0.012720
2140,0.012656
2141,0.012592
2142,0.012592
2143,0.012592
2144,0.012592
2145,0.012528
2146,0.012528
2147,0.012528
2148,0.012528
2149,0.012528
2150,0.012463
2151,0.012399
2152,0.012399
2153,0.012399
2154,0.012399
2155,0.012399
2156,0.012399
2157,0.012335
2158,0.012271
2159,0.012271
2160,0.012271
2161,0.012271
2162,0.012271
2163,0.012271
2164,0.012271
2165,0.012271
2166,0.012271
2167,0.012271
2168,0.012142
2169,0.012142
2170,0.012142
2171,0.012142
2172,0.012142
2173,0.012142
2174,0.012142
2175,0.012078
2176,0.012014
2177,0.012014
2178,0.012014
2179,0.012014
2180,0.012014
2181,0.012014
2182,0.012014
2183,0.012014
2184,0.012014
2185,0.012014
2186,0.012014
2187,0.012014
2188,0.012014
2189,0.012014
2190,0.012014
2191,0.012014
2192,0.012014
2193,0.012014
2194,0.012014
2195,0.012014
2196,0.011949
2197,0.011949
2198,0.011885
2199,0.011885
2200,0.011821
2201,0.011821
2202,0.011821
2203,0.011821
2204,0.011821
2205,0.011757
2206,0.011757
2207,0.011757
2208,0.011757
2209,0.011757
2210,0.011692
2211,0.011692
2212,0.011692
2213,0.011692
2214,0.011692
2215,0.011692
2216,0.011692
2217,0.011628
2218,0.011628
2219,0.011628
2220,0.011628
2221,0.011628
2222,0.011628
2223,0.011628
2224,0.011628
2225,0.011628
2226,0.011564
2227,0.011564
2228,0.011564
2229,0.011500
2230,0.011435
2231,0.011435
2232,0.011435
2233,0.011435
2234,0.011371
2235,0.011371
2236,0.011371
2237,0.011371
2238,0.011371
2239,0.011371
2240,0.011371
2241,0.011307
2242,0.011307
2243,0.011307
2244,0.011307
2245,0.011307
2246,0.011307
2247,0.011307
2248,0.011307
2249,0.011307
2250,0.011243
2251,0.011243
2252,0.011243
2253,0.011243
2254,0.011243
2255,0.011243
2256,0.011178
2257,0.011178
2258,0.011178
2259,0.011114
2260,0.011050
2261,0.011050
2262,0.011050
2263,0.011050
2264,0.011050
2265,0.010986
2266,0.010986
2267,0.010986
2268,0.010986
2269,0.010986
2270,0.010921
2271,0.010921
2272,0.010921
2273,0.010921
2274,0.010921
2275,0.010921
2276,0.010921
2277,0.010857
2278,0.010793
2279,0.010793
2280,0.010729
2281,0.010729
2282,0.010664
2283,0.010664
2284,0.010664
2285,0.010600
2286,0.010600
2287,0.010600
2288,0.010600
2289,0.010600
2290,0.010600
2291,0.010600
2292,0.010600
2293,0.010600
2294,0.010600
2295,0.010600
2296,0.010600
2297,0.010600
2298,0.010600
2299,0.010600
2300,0.010472
2301,0.010472
2302,0.010472
2303,0.010472
2304,0.010472
2305,0.010472
2306,0.010472
2307,0.010472
2308,0.010472
2309,0.010472
2310,0.010472
2311,0.010472
2312,0.010472
2313,0.010472
2314,0.010472
2315,0.010472
2316,0.010472
2317,0.010472
2318,0.010472
2319,0.010472
2320,0.010472
2321,0.010407
2322,0.010407
2323,0.010407
2324,0.010343
2325,0.010343
2326,0.010343
2327,0.010279
2328,0.010279
2329,0.010279
2330,0.010279
2331,0.010279
2332,0.010279
2333,0.010279
2334,0.010150
2335,0.010150
2336,0.010086
2337,0.010022
2338,0.010022
2339,0.010022
2340,0.010022
2341,0.009958
2342,0.009958
2343,0.009958
2344,0.009958
2345,0.009958
2346,0.009958
2347,0.009958
2348,0.009958
2349,0.009958
2350,0.009958
2351,0.009958
2352,0.009958
2353,0.009894
2354,0.009894
2355,0.009894
2356,0.009894
2357,0.009829
2358,0.009765
2359,0.009765
2360,0.009701
2361,0.009701
2362,0.009701
2363,0.009701
2364,0.009701
2365,0.009701
2366,0.009701
2367,0.009701
2368,0.009637
2369,0.009637
2370,0.009637
2371,0.009637
2372,0.009637
2373,0.009637
2374,0.009637
2375,0.009637
2376,0.009637
2377,0.009637
2378,0.009637
2379,0.009637
2380,0.009637
2381,0.009637
2382,0.009637
2383,0.009637
2384,0.009572
2385,0.009508
2386,0.009508
2387,0.009508
2388,0.009508
2389,0.009508
2390,0.009508
2391,0.009508
2392,0.009444
2393,0.009444
2394,0.009444
2395,0.009444
2396,0.009380
2397,0.009380
2398,0.009315
2399,0.009315
2400,0.009315
2401,0.009315
2402,0.009315
2403,0.009315
2404,0.009251
2405,0.009251
2406,0.009251
2407,0.009187
2408,0.009187
2409,0.009187
2410,0.009187
2411,0.009187
2412,0.009187
2413,0.009187
2414,0.009187
2415,0.009123
2416,0.009123
2417,0.009123
2418,0.009123
2419,0.009123
2420,0.009123
2421,0.009123
2422,0.009123
2423,0.009123
2424,0.009123
2425,0.009058
2426,0.009058
2427,0.009058
2428,0.009058
2429,0.009058
2430,0.008994
2431,0.008994
2432,0.008930
2433,0.008930
2434,0.008930
2435,0.008866
2436,0.008866
2437,0.008866
2438,0.008866
2439,0.008866
2440,0.008866
2441,0.008866
2442,0.008801
2443,0.008801
2444,0.008801
2445,0.008801
2446,0.008801
2447,0.008737
2448,0.008737
2449,0.008737
2450,0.008737
2451,0.008737
2452,0.008737
2453,0.008737
2454,0.008737
2455,0.008737
2456,0.008737
2457,0.008737
2458,0.008737
2459,0.008737
2460,0.008737
2461,0.008737
2462,0.008737
2463,0.008737
2464,0.008737
2465,0.008737
2466,0.008737
2467,0.008737
2468,0.008737
2469,0.008737
2470,0.008737
2471,0.008737
2472,0.008737
2473,0.008737
2474,0.008737
2475,0.008737
2476,0.008673
2477,0.008673
2478,0.008673
2479,0.008673
2480,0.008609
2481,0.008609
2482,0.008609
2483,0.008609
2484,0.008609
2485,0.008609
2486,0.008609
2487,0.008609
2488,0.008609
2489,0.008609
2490,0.008609
2491,0.008609
2492,0.008609
2493,0.008544
2494,0.008544
2495,0.008544
2496,0.008544
2497,0.008544
2498,0.008544
2499,0.008544
2500,0.008544
2501,0.008544
2502,0.008544
2503,0.008544
2504,0.008544
2505,0.008544
2506,0.008544
2507,0.008544
2508,0.008544
2509,0.008544
2510,0.008544
2511,0.008544
2512,0.008544
2513,0.008480
2514,0.008480
2515,0.008480
2516,0.008480
2517,0.008416
2518,0.008416
2519,0.008416
2520,0.008416
2521,0.008416
2522,0.008416
2523,0.008416
2524,0.008416
2525,0.008416
2526,0.008416
2527,0.008416
2528,0.008416
2529,0.008352
2530,0.008352
2531,0.008352
2532,0.008352
2533,0.008352
2534,0.008352
2535,0.008352
2536,0.008352
2537,0.008352
2538,0.008352
2539,0.008352
2540,0.008352
2541,0.008352
2542,0.008352
2543,0.008287
2544,0.008287
2545,0.008287
2546,0.008287
2547,0.008287
2548,0.008287
2549,0.008287
2550,0.008287
2551,0.008287
2552,0.008287
2553,0.008287
2554,0.008287
2555,0.008287
2556,0.008287
2557,0.008287
2558,0.008287
2559,0.008287
2560,0.008287
2561,0.008287
2562,0.008287
2563,0.008287
2564,0.008287
2565,0.008287
2566,0.008287
2567,0.008287
2568,0.008287
2569,0.008287
2570,0.008287
2571,0.008287
2572,0.008287
2573,0.008287
2574,0.008223
2575,0.008223
2576,0.008223
2577,0.008223
2578,0.008223
2579,0.008223
2580,0.008223
2581,0.008223
2582,0.008223
2583,0.008223
2584,0.008223
2585,0.008223
2586,0.008223
2587,0.008223
2588,0.008223
2589,0.008223
2590,0.008223
2591,0.008223
2592,0.008223
2593,0.008223
2594,0.008223
2595,0.008223
2596,0.008223
2597,0.008223
2598,0.008095
2599,0.008095
2600,0.008095
2601,0.008095
2602,0.008095
2603,0.008095
2604,0.008095
2605,0.008095
2606,0.008095
2607,0.008095
2608,0.008095
2609,0.008095
2610,0.008095
2611,0.008095
2612,0.008095
2613,0.008030
2614,0.008030
2615,0.008030
2616,0.008030
2617,0.008030
2618,0.008030
2619,0.008030
2620,0.008030
2621,0.008030
2622,0.008030
2623,0.008030
2624,0.008030
2625,0.008030
2626,0.008030
2627,0.008030
2628,0.008030
2629,0.008030
2630,0.007966
2631,0.007966
2632,0.007966
2633,0.007966
2634,0.007902
2635,0.007902
2636,0.007902
2637,0.007902
2638,0.007902
2639,0.007902
2640,0.007902
2641,0.007902
2642,0.007902
2643,0.007902
2644,0.007902
2645,0.007902
2646,0.007902
2647,0.007902
2648,0.007902
2649,0.007902
2650,0.007902
2651,0.007902
2652,0.007902
2653,0.007902
2654,0.007902
2655,0.007902
2656,0.007902
2657,0.007902
2658,0.007902
2659,0.007838
2660,0.007838
2661,0.007838
2662,0.007838
2663,0.007838
2664,0.007838
2665,0.007838
2666,0.007838
2667,0.007838
2668,0.007838
2669,0.007838
2670,0.007838
2671,0.007838
2672,0.007838
2673,0.007838
2674,0.007773
2675,0.007773
2676,0.007773
2677,0.007773
2678,0.007773
2679,0.007773
2680,0.007773
2681,0.007773
2682,0.007773
2683,0.007773
2684,0.007773
2685,0.007773
2686,0.007773
2687,0.007773
2688,0.007773
2689,0.007773
2690,0.007773
2691,0.007773
2692,0.007773
2693,0.007773
2694,0.007773
2695,0.007773
2696,0.007773
2697,0.007773
2698,0.007773
2699,0.007773
2700,0.007773
2701,0.007773
2702,0.007773
2703,0.007773
2704,0.007709
2705,0.007709
2706,0.007709
2707,0.007709
2708,0.007709
2709,0.007645
2710,0.007645
2711,0.007645
2712,0.007645
2713,0.007645
2714,0.007581
2715,0.007581
2716,0.007581
2717,0.007581
2718,0.007581
2719,0.007581
2720,0.007581
2721,0.007581
2722,0.007581
2723,0.007452
2724,0.007388
2725,0.007388
2726,0.007324
2727,0.007324
2728,0.007324
2729,0.007324
2730,0.007324
2731,0.007324
2732,0.007324
2733,0.007195
2734,0.007131
2735,0.007131
2736,0.007131
2737,0.007131
2738,0.007131
2739,0.007131
2740,0.007131
2741,0.007067
2742,0.007067
2743,0.007067
2744,0.007067
2745,0.007003
2746,0.006874
2747,0.006874
2748,0.006874
2749,0.006810
2750,0.006810
2751,0.006810
2752,0.006810
2753,0.006810
2754,0.006746
2755,0.006746
2756,0.006746
2757,0.006746
2758,0.006746
2759,0.006746
2760,0.006746
2761,0.006746
2762,0.006746
2763,0.006746
2764,0.006681
2765,0.006681
2766,0.006681
2767,0.006681
2768,0.006681
2769,0.006617
2770,0.006553
2771,0.006360
2772,0.006360
2773,0.006360
2774,0.006360
2775,0.006360
2776,0.006360
2777,0.006360
2778,0.006360
2779,0.006360
2780,0.006360
2781,0.006360
2782,0.006360
2783,0.006360
2784,0.006360
2785,0.006296
2786,0.006296
2787,0.006296
2788,0.006296
2789,0.006296
2790,0.006296
2791,0.006296
2792,0.006232
2793,0.006232
2794,0.006232
2795,0.006167
2796,0.006167
2797,0.006167
2798,0.006167
2799,0.006167
2800,0.006103
2801,0.006103
2802,0.006103
2803,0.006103
2804,0.006103
2805,0.006039
2806,0.006039
2807,0.006039
2808,0.006039
2809,0.006039
2810,0.006039
2811,0.006039
2812,0.006039
2813,0.006039
2814,0.006039
2815,0.006039
2816,0.006039
2817,0.006039
2818,0.006039
2819,0.006039
2820,0.006039
2821,0.006039
2822,0.006039
2823,0.006039
2824,0.006039
2825,0.006039
2826,0.006039
2827,0.006039
2828,0.005975
2829,0.005846
2830,0.005782
2831,0.005782
2832,0.005718
2833,0.005718
2834,0.005718
2835,0.005718
2836,0.005718
2837,0.005589
2838,0.005589
2839,0.005589
2840,0.005589
2841,0.005525
2842,0.005461
2843,0.005461
2844,0.005396
2845,0.005396
2846,0.005332
2847,0.005268
2848,0.005204
2849,0.005204
2850,0.005204
2851,0.005204
2852,0.005139
2853,0.005139
2854,0.005011
2855,0.004947
2856,0.004883
2857,0.004818
2858,0.004690
2859,0.004626
2860,0.004626
2861,0.004561
2862,0.004497
2863,0.004497
2864,0.004433
2865,0.004433
2866,0.004433
2867,0.004433
2868,0.004369
2869,0.004304
2870,0.004240
2871,0.004240
2872,0.004047
2873,0.004047
2874,0.004047
2875,0.003919
2876,0.003919
2877,0.003855
2878,0.003855
2879,0.003855
2880,0.003855
2881,0.003662
2882,0.003662
2883,0.003662
2884,0.003662
2885,0.003662
2886,0.003662
2887,0.003598
2888,0.003598
2889,0.003533
2890,0.003533
2891,0.003533
2892,0.003533
2893,0.003469
2894,0.003469
2895,0.003469
2896,0.003469
2897,0.003469
2898,0.003469
2899,0.003405
2900,0.003405
2901,0.003405
2902,0.003341
2903,0.003341
2904,0.003341
2905,0.003341
2906,0.003341
2907,0.003341
2908,0.003341
2909,0.003341
2910,0.003341
2911,0.003341
2912,0.003276
2913,0.003276
2914,0.003276
2915,0.003276
2916,0.003276
2917,0.003276
2918,0.003276
2919,0.003276
2920,0.003276
2921,0.003276
2922,0.003276
2923,0.003276
2924,0.003212
2925,0.003212
2926,0.003148
2927,0.003148
2928,0.003148
2929,0.003148
2930,0.003148
2931,0.003148
2932,0.003148
2933,0.003148
2934,0.003148
2935,0.003148
2936,0.003084
2937,0.003019
2938,0.003019
2939,0.002955
2940,0.002891
2941,0.002891
2942,0.002827
2943,0.002827
2944,0.002827
2945,0.002762
2946,0.002762
2947,0.002762
2948,0.002762
2949,0.002762
2950,0.002762
2951,0.002762
2952,0.002762
2953,0.002762
2954,0.002762
2955,0.002762
2956,0.002762
2957,0.002762
2958,0.002698
2959,0.002698
2960,0.002570
2961,0.002506
2962,0.002506
2963,0.002441
2964,0.002441
2965,0.002441
2966,0.002441
2967,0.002377
2968,0.002313
2969,0.002313
2970,0.002313
2971,0.002313
2972,0.002313
2973,0.002313
2974,0.002313
2975,0.002313
2976,0.002313
2977,0.002313
2978,0.002313
2979,0.002313
2980,0.002313
2981,0.002313
2982,0.002313
2983,0.002313
2984,0.002313
2985,0.002313
2986,0.002313
2987,0.002313
2988,0.002313
2989,0.002313
2990,0.002313
2991,0.002184
2992,0.002184
2993,0.002120
2994,0.002120
2995,0.002120
2996,0.002120
2997,0.002120
2998,0.002120
2999,0.002120
3000,0.002056
3001,0.002056
3002,0.002056
3003,0.002056
3004,0.002056
3005,0.002056
3006,0.002056
3007,0.002056
3008,0.002056
3009,0.002056
3010,0.002056
3011,0.002056
3012,0.002056
3013,0.002056
3014,0.002056
3015,0.002056
3016,0.002056
3017,0.002056
3018,0.002056
3019,0.002056
3020,0.002056
3021,0.002056
3022,0.002056
3023,0.002056
3024,0.002056
3025,0.001927
3026,0.001927
3027,0.001927
3028,0.001927
3029,0.001927
3030,0.001927
3031,0.001863
3032,0.001863
3033,0.001863
3034,0.001863
3035,0.001863
3036,0.001799
3037,0.001799
3038,0.001799
3039,0.001799
3040,0.001799
3041,0.001799
3042,0.001799
3043,0.001799
3044,0.001799
3045,0.001799
3046,0.001799
3047,0.001799
3048,0.001799
3049,0.001799
3050,0.001799
3051,0.001799
3052,0.001799
3053,0.001799
3054,0.001799
3055,0.001799
3056,0.001799
3057,0.001799
3058,0.001735
3059,0.001735
3060,0.001735
3061,0.001735
3062,0.001735
3063,0.001735
3064,0.001735
3065,0.001735
3066,0.001670
3067,0.001670
3068,0.001670
3069,0.001670
3070,0.001670
3071,0.001670
3072,0.001606
3073,0.001606
3074,0.001606
3075,0.001606
3076,0.001606
3077,0.001606
3078,0.001606
3079,0.001606
3080,0.001606
3081,0.001606
3082,0.001606
3083,0.001606
3084,0.001606
3085,0.001606
3086,0.001542
3087,0.001542
3088,0.001542
3089,0.001542
3090,0.001542
3091,0.001542
3092,0.001542
3093,0.001542
3094,0.001542
3095,0.001542
3096,0.001542
3097,0.001542
3098,0.001542
3099,0.001542
3100,0.001542
3101,0.001542
3102,0.001542
3103,0.001542
3104,0.001542
3105,0.001542
3106,0.001478
3107,0.001478
3108,0.001413
3109,0.001413
3110,0.001413
3111,0.001413
3112,0.001413
3113,0.001413
3114,0.001413
3115,0.001413
3116,0.001413
3117,0.001413
3118,0.001413
3119,0.001413
3120,0.001413
3121,0.001413
3122,0.001413
3123,0.001413
3124,0.001413
3125,0.001413
3126,0.001413
3127,0.001413
3128,0.001413
3129,0.001349
3130,0.001349
3131,0.001349
3132,0.001349
3133,0.001349
3134,0.001349
3135,0.001349
3136,0.001285
3137,0.001285
3138,0.001285
3139,0.001285
3140,0.001285
3141,0.001285
3142,0.001285
3143,0.001285
3144,0.001285
3145,0.001285
3146,0.001285
3147,0.001285
3148,0.001285
3149,0.001285
3150,0.001285
3151,0.001285
3152,0.001285
3153,0.001285
3154,0.001285
3155,0.001285
3156,0.001285
3157,0.001221
3158,0.001221
3159,0.001221
3160,0.001156
3161,0.001156
3162,0.001156
3163,0.001156
3164,0.001156
3165,0.001156
3166,0.001156
3167,0.001156
3168,0.001156
3169,0.001156
3170,0.001156
3171,0.001156
3172,0.001156
3173,0.001156
3174,0.001156
3175,0.001156
3176,0.001156
3177,0.001156
3178,0.001156
3179,0.001156
3180,0.001092
3181,0.001092
3182,0.001092
3183,0.001092
3184,0.001092
3185,0.001092
3186,0.001092
3187,0.001092
3188,0.001092
3189,0.001092
3190,0.001092
3191,0.001092
3192,0.001092
3193,0.001092
3194,0.001092
3195,0.001092
3196,0.001028
3197,0.001028
3198,0.001028
3199,0.001028
3200,0.001028
3201,0.001028
3202,0.001028
3203,0.001028
3204,0.001028
3205,0.001028
3206,0.000964
3207,0.000964
3208,0.000964
3209,0.000964
3210,0.000964
3211,0.000964
3212,0.000964
3213,0.000964
3214,0.000964
3215,0.000964
3216,0.000964
3217,0.000964
3218,0.000964
3219,0.000964
3220,0.000964
3221,0.000964
3222,0.000964
3223,0.000964
3224,0.000964
3225,0.000964
3226,0.000899
3227,0.000899
3228,0.000899
3229,0.000899
3230,0.000899
3231,0.000899
3232,0.000899
3233,0.000899
3234,0.000899
3235,0.000899
3236,0.000899
3237,0.000899
3238,0.000899
3239,0.000899
3240,0.000899
3241,0.000899
3242,0.000899
3243,0.000899
3244,0.000899
3245,0.000899
3246,0.000899
3247,0.000899
3248,0.000835
3249,0.000835
3250,0.000835
3251,0.000835
3252,0.000835
3253,0.000835
3254,0.000835
3255,0.000771
3256,0.000771
3257,0.000771
3258,0.000771
3259,0.000771
3260,0.000771
3261,0.000771
3262,0.000771
3263,0.000771
3264,0.000771
3265,0.000707
3266,0.000707
3267,0.000707
3268,0.000707
3269,0.000707
3270,0.000707
3271,0.000707
3272,0.000707
3273,0.000707
3274,0.000707
3275,0.000707
3276,0.000707
3277,0.000707
3278,0.000707
3279,0.000707
3280,0.000707
3281,0.000707
3282,0.000707
3283,0.000707
3284,0.000707
3285,0.000707
3286,0.000707
3287,0.000642
3288,0.000642
3289,0.000642
3290,0.000578
3291,0.000578
3292,0.000514
3293,0.000450
3294,0.000450
3295,0.000450
3296,0.000450
3297,0.000385
3298,0.000385
3299,0.000385
3300,0.000385
3301,0.000385
3302,0.000385
3303,0.000385
3304,0.000385
3305,0.000321
3306,0.000321
3307,0.000321
3308,0.000321
3309,0.000321
3310,0.000321
3311,0.000321
3312,0.000257
3313,0.000257
3314,0.000193
3315,0.000193
3316,0.000193
3317,0.000193
3318,0.000193
3319,0.000193
3320,0.000193
3321,0.000193
3322,0.000193
3323,0.000193
3324,0.000128
3325,0.000128
3326,0.000128
3327,0.000128
3328,0.000128
3329,0.000128
3330,0.000064
3331,0.000064
3332,0.000064
3333,0.000064
3334,0.000064
