Sequencing depth,Fraction of target bases(%),Number of target bases
1500,0.033342,519
1501,0.031544,491
1502,0.035141,547
1503,0.032507,506
1504,0.035784,557
1505,0.032122,500
1506,0.033792,526
1507,0.033278,518
1508,0.034049,530
1509,0.034692,540
1510,0.034884,543
1511,0.036233,564
1512,0.035270,549
1513,0.036555,569
1514,0.032443,505
1515,0.036105,562
1516,0.033342,519
1517,0.034949,544
1518,0.037004,576
1519,0.032379,504
1520,0.035205,548
1521,0.035912,559
1522,0.034242,533
1523,0.036233,564
1524,0.033342,519
1525,0.036298,565
1526,0.033021,514
1527,0.035976,560
1528,0.036233,564
1529,0.035077,546
1530,0.033664,524
1531,0.037390,582
1532,0.034049,530
1533,0.034306,534
1534,0.033856,527
1535,0.038289,596
1536,0.035784,557
1537,0.038610,601
1538,0.033150,516
1539,0.035976,560
1540,0.030580,476
1541,0.035784,557
1542,0.034435,536
1543,0.035013,545
1544,0.036490,568
1545,0.037518,584
1546,0.034370,535
1547,0.034884,543
1548,0.036619,570
1549,0.036169,563
1550,0.036426,567
1551,0.035270,549
1552,0.036105,562
1553,0.036555,569
1554,0.034756,541
1555,0.036169,563
1556,0.037583,585
1557,0.036812,573
1558,0.038096,593
1559,0.034242,533
1560,0.033664,524
1561,0.035527,553
1562,0.038418,598
1563,0.035205,548
1564,0.038803,604
1565,0.037454,583
1566,0.038225,595
1567,0.033599,523
1568,0.039124,609
1569,0.035912,559
1570,0.037197,579
1571,0.035013,545
1572,0.037197,579
1573,0.038161,594
1574,0.037968,591
1575,0.036105,562
1576,0.039381,613
1577,0.034884,543
1578,0.038996,607
1579,0.033342,519
1580,0.039060,608
1581,0.041309,643
1582,0.036940,575
1583,0.041823,651
1584,0.036683,571
1585,0.036683,571
1586,0.036555,569
1587,0.036747,572
1588,0.038546,600
1589,0.040088,624
1590,0.036362,566
1591,0.036041,561
1592,0.035784,557
1593,0.036683,571
1594,0.037454,583
1595,0.038096,593
1596,0.037004,576
1597,0.038096,593
1598,0.037518,584
1599,0.036747,572
1600,0.038225,595
1601,0.038610,601
1602,0.038353,597
1603,0.036426,567
1604,0.036555,569
1605,0.036233,564
1606,0.036747,572
1607,0.037326,581
1608,0.034692,540
1609,0.035912,559
1610,0.039510,615
1611,0.037968,591
1612,0.035077,546
1613,0.035591,554
1614,0.037711,587
1615,0.036041,561
1616,0.040024,623
1617,0.036940,575
1618,0.037004,576
1619,0.034242,533
1620,0.039960,622
1621,0.035719,556
1622,0.034692,540
1623,0.034820,542
1624,0.037197,579
1625,0.035976,560
1626,0.039060,608
1627,0.039510,615
1628,0.038996,607
1629,0.035398,551
1630,0.037390,582
1631,0.036812,573
1632,0.036426,567
1633,0.037454,583
1634,0.036490,568
1635,0.038803,604
1636,0.038161,594
1637,0.038546,600
1638,0.040088,624
1639,0.040666,633
1640,0.038161,594
1641,0.038546,600
1642,0.037775,588
1643,0.037069,577
1644,0.038932,606
1645,0.039317,612
1646,0.037326,581
1647,0.039638,617
1648,0.037390,582
1649,0.036169,563
1650,0.034949,544
1651,0.037004,576
1652,0.038096,593
1653,0.037326,581
1654,0.038739,603
1655,0.041309,643
1656,0.039446,614
1657,0.039317,612
1658,0.039960,622
1659,0.040730,634
1660,0.038161,594
1661,0.039060,608
1662,0.041309,643
1663,0.038161,594
1664,0.040024,623
1665,0.036362,566
1666,0.040024,623
1667,0.040730,634
1668,0.038418,598
1669,0.037261,580
1670,0.037518,584
1671,0.040666,633
1672,0.035141,547
1673,0.040152,625
1674,0.038546,600
1675,0.037583,585
1676,0.040923,637
1677,0.040345,628
1678,0.039960,622
1679,0.037261,580
1680,0.040345,628
1681,0.039703,618
1682,0.038418,598
1683,0.037775,588
1684,0.039960,622
1685,0.039510,615
1686,0.037839,589
1687,0.038739,603
1688,0.036747,572
1689,0.040345,628
1690,0.037647,586
1691,0.036683,571
1692,0.039060,608
1693,0.040217,626
1694,0.039510,615
1695,0.038803,604
1696,0.037261,580
1697,0.039767,619
1698,0.039381,613
1699,0.039060,608
1700,0.039831,620
1701,0.036812,573
1702,0.040345,628
1703,0.040409,629
1704,0.038032,592
1705,0.035334,550
1706,0.039124,609
1707,0.038739,603
1708,0.039703,618
1709,0.037904,590
1710,0.040859,636
1711,0.039446,614
1712,0.040217,626
1713,0.040795,635
1714,0.039767,619
1715,0.040281,627
1716,0.037390,582
1717,0.038803,604
1718,0.037583,585
1719,0.038353,597
1720,0.039317,612
1721,0.040795,635
1722,0.040666,633
1723,0.039895,621
1724,0.038161,594
1725,0.039638,617
1726,0.040859,636
1727,0.039446,614
1728,0.039381,613
1729,0.042015,654
1730,0.038032,592
1731,0.037839,589
1732,0.038225,595
1733,0.039189,610
1734,0.039574,616
1735,0.038096,593
1736,0.038803,604
1737,0.041501,646
1738,0.037711,587
1739,0.038803,604
1740,0.041180,641
1741,0.038353,597
1742,0.038675,602
1743,0.039060,608
1744,0.039317,612
1745,0.041823,651
1746,0.042850,667
1747,0.040024,623
1748,0.039574,616
1749,0.041052,639
1750,0.041501,646
1751,0.039189,610
1752,0.041566,647
1753,0.039510,615
1754,0.040345,628
1755,0.038289,596
1756,0.038353,597
1757,0.040602,632
1758,0.038867,605
1759,0.040152,625
1760,0.043878,683
1761,0.037454,583
1762,0.037775,588
1763,0.040538,631
1764,0.036747,572
1765,0.038932,606
1766,0.042658,664
1767,0.038418,598
1768,0.038546,600
1769,0.040538,631
1770,0.041758,650
1771,0.040730,634
1772,0.039831,620
1773,0.041309,643
1774,0.039960,622
1775,0.042594,663
1776,0.043621,679
1777,0.043621,679
1778,0.040730,634
1779,0.042015,654
1780,0.041823,651
1781,0.043878,683
1782,0.038803,604
1783,0.043364,675
1784,0.041180,641
1785,0.041887,652
1786,0.040666,633
1787,0.041180,641
1788,0.041116,640
1789,0.041951,653
1790,0.040281,627
1791,0.040024,623
1792,0.040666,633
1793,0.041052,639
1794,0.041501,646
1795,0.044842,698
1796,0.040859,636
1797,0.040345,628
1798,0.040795,635
1799,0.040152,625
1800,0.038482,599
1801,0.038610,601
1802,0.043429,676
1803,0.042144,656
1804,0.042979,669
1805,0.039960,622
1806,0.041630,648
1807,0.040281,627
1808,0.039124,609
1809,0.041694,649
1810,0.041823,651
1811,0.039767,619
1812,0.043686,680
1813,0.042786,666
1814,0.043043,670
1815,0.041437,645
1816,0.041758,650
1817,0.040730,634
1818,0.040088,624
1819,0.038482,599
1820,0.037711,587
1821,0.042465,661
1822,0.039446,614
1823,0.042272,658
1824,0.041823,651
1825,0.043493,677
1826,0.041630,648
1827,0.043364,675
1828,0.040602,632
1829,0.039060,608
1830,0.040281,627
1831,0.041437,645
1832,0.042272,658
1833,0.042915,668
1834,0.041437,645
1835,0.042337,659
1836,0.043236,673
1837,0.041437,645
1838,0.040281,627
1839,0.038803,604
1840,0.041758,650
1841,0.042722,665
1842,0.042786,666
1843,0.040152,625
1844,0.043172,672
1845,0.041823,651
1846,0.044007,685
1847,0.040730,634
1848,0.042979,669
1849,0.042272,658
1850,0.039510,615
1851,0.040923,637
1852,0.041951,653
1853,0.043943,684
1854,0.042786,666
1855,0.040345,628
1856,0.040987,638
1857,0.043750,681
1858,0.042722,665
1859,0.042529,662
1860,0.042915,668
1861,0.044906,699
1862,0.041694,649
1863,0.041180,641
1864,0.040409,629
1865,0.040730,634
1866,0.042208,657
1867,0.040409,629
1868,0.041501,646
1869,0.043172,672
1870,0.041823,651
1871,0.042465,661
1872,0.040923,637
1873,0.040987,638
1874,0.044392,691
1875,0.040345,628
1876,0.042401,660
1877,0.040281,627
1878,0.042144,656
1879,0.042850,667
1880,0.040987,638
1881,0.043043,670
1882,0.040666,633
1883,0.043172,672
1884,0.043300,674
1885,0.040538,631
1886,0.038739,603
1887,0.040217,626
1888,0.041501,646
1889,0.043236,673
1890,0.041501,646
1891,0.042272,658
1892,0.041887,652
1893,0.041887,652
1894,0.043107,671
1895,0.042722,665
1896,0.042594,663
1897,0.043557,678
1898,0.043172,672
1899,0.041951,653
1900,0.040088,624
1901,0.044071,686
1902,0.040602,632
1903,0.043429,676
1904,0.045099,702
1905,0.044778,697
1906,0.038546,600
1907,0.040409,629
1908,0.039703,618
1909,0.044071,686
1910,0.042850,667
1911,0.042722,665
1912,0.041951,653
1913,0.041887,652
1914,0.040795,635
1915,0.040024,623
1916,0.045099,702
1917,0.043557,678
1918,0.043750,681
1919,0.044007,685
1920,0.046898,730
1921,0.041180,641
1922,0.042401,660
1923,0.040859,636
1924,0.040923,637
1925,0.043429,676
1926,0.039253,611
1927,0.039960,622
1928,0.041244,642
1929,0.043429,676
1930,0.044007,685
1931,0.043429,676
1932,0.039510,615
1933,0.044457,692
1934,0.043236,673
1935,0.043814,682
1936,0.042272,658
1937,0.043236,673
1938,0.039189,610
1939,0.044906,699
1940,0.043172,672
1941,0.044521,693
1942,0.042594,663
1943,0.042786,666
1944,0.042144,656
1945,0.044971,700
1946,0.042979,669
1947,0.043236,673
1948,0.044007,685
1949,0.042529,662
1950,0.045163,703
1951,0.042786,666
1952,0.043300,674
1953,0.042594,663
1954,0.043878,683
1955,0.039574,616
1956,0.042658,664
1957,0.045420,707
1958,0.043557,678
1959,0.044906,699
1960,0.038675,602
1961,0.044135,687
1962,0.041373,644
1963,0.040088,624
1964,0.046769,728
1965,0.044392,691
1966,0.041694,649
1967,0.042658,664
1968,0.041373,644
1969,0.042915,668
1970,0.044264,689
1971,0.040152,625
1972,0.042915,668
1973,0.041758,650
1974,0.043300,674
1975,0.046769,728
1976,0.040730,634
1977,0.043172,672
1978,0.046641,726
1979,0.044906,699
1980,0.046255,720
1981,0.042529,662
1982,0.043364,675
1983,0.043557,678
1984,0.043943,684
1985,0.044264,689
1986,0.042144,656
1987,0.042850,667
1988,0.041244,642
1989,0.041180,641
1990,0.045613,710
1991,0.043300,674
1992,0.042272,658
1993,0.042658,664
1994,0.042208,657
1995,0.041309,643
1996,0.042979,669
1997,0.045163,703
1998,0.045035,701
1999,0.045484,708
2000,0.046769,728
2001,0.041180,641
2002,0.042722,665
2003,0.045420,707
2004,0.039960,622
2005,0.043172,672
2006,0.044007,685
2007,0.044392,691
2008,0.042722,665
2009,0.045484,708
2010,0.044714,696
2011,0.042594,663
2012,0.042401,660
2013,0.040987,638
2014,0.043557,678
2015,0.043300,674
2016,0.045356,706
2017,0.044200,688
2018,0.043107,671
2019,0.041694,649
2020,0.042786,666
2021,0.041630,648
2022,0.043814,682
2023,0.042401,660
2024,0.044328,690
2025,0.048504,755
2026,0.040602,632
2027,0.044392,691
2028,0.045741,712
2029,0.044200,688
2030,0.043493,677
2031,0.042337,659
2032,0.041823,651
2033,0.044842,698
2034,0.042401,660
2035,0.042337,659
2036,0.042979,669
2037,0.042915,668
2038,0.042915,668
2039,0.042915,668
2040,0.047476,739
2041,0.043557,678
2042,0.042850,667
2043,0.042529,662
2044,0.045228,704
2045,0.046063,717
2046,0.045549,709
2047,0.043943,684
2048,0.044521,693
2049,0.040666,633
2050,0.042144,656
2051,0.043429,676
2052,0.043236,673
2053,0.043943,684
2054,0.042465,661
2055,0.043236,673
2056,0.045741,712
2057,0.042015,654
2058,0.047412,738
2059,0.046448,723
2060,0.044778,697
2061,0.043557,678
2062,0.044200,688
2063,0.042594,663
2064,0.042465,661
2065,0.043429,676
2066,0.044778,697
2067,0.045549,709
2068,0.045228,704
2069,0.044135,687
2070,0.043814,682
2071,0.039060,608
2072,0.042722,665
2073,0.046962,731
2074,0.046512,724
2075,0.044649,695
2076,0.043814,682
2077,0.044392,691
2078,0.043043,670
2079,0.043429,676
2080,0.046191,719
2081,0.046512,724
2082,0.045677,711
2083,0.042979,669
2084,0.044071,686
2085,0.046384,722
2086,0.043750,681
2087,0.044007,685
2088,0.045035,701
2089,0.040987,638
2090,0.044778,697
2091,0.045549,709
2092,0.040987,638
2093,0.046191,719
2094,0.043814,682
2095,0.044649,695
2096,0.046705,727
2097,0.043686,680
2098,0.047540,740
2099,0.043750,681
2100,0.045228,704
2101,0.045806,713
2102,0.045420,707
2103,0.044135,687
2104,0.044200,688
2105,0.044071,686
2106,0.046512,724
2107,0.045613,710
2108,0.046448,723
2109,0.041951,653
2110,0.045035,701
2111,0.043172,672
2112,0.044971,700
2113,0.045163,703
2114,0.043814,682
2115,0.044971,700
2116,0.045741,712
2117,0.048440,754
2118,0.045163,703
2119,0.042401,660
2120,0.048118,749
2121,0.046705,727
2122,0.047348,737
2123,0.046063,717
2124,0.047219,735
2125,0.044328,690
2126,0.048118,749
2127,0.045870,714
2128,0.048311,752
2129,0.047605,741
2130,0.045870,714
2131,0.045356,706
2132,0.046962,731
2133,0.048954,762
2134,0.043621,679
2135,0.044714,696
2136,0.044135,687
2137,0.044971,700
2138,0.045934,715
2139,0.046191,719
2140,0.047669,742
2141,0.045356,706
2142,0.044971,700
2143,0.047412,738
2144,0.044649,695
2145,0.045228,704
2146,0.044200,688
2147,0.045677,711
2148,0.047026,732
2149,0.046577,725
2150,0.045356,706
2151,0.047348,737
2152,0.044714,696
2153,0.045870,714
2154,0.045292,705
2155,0.046191,719
2156,0.046769,728
2157,0.049725,774
2158,0.043943,684
2159,0.043878,683
2160,0.046127,718
2161,0.045870,714
2162,0.046063,717
2163,0.045163,703
2164,0.046641,726
2165,0.047412,738
2166,0.044135,687
2167,0.044585,694
2168,0.044778,697
2169,0.045035,701
2170,0.043621,679
2171,0.045099,702
2172,0.045870,714
2173,0.046320,721
2174,0.044457,692
2175,0.046191,719
2176,0.042080,655
2177,0.044264,689
2178,0.047605,741
2179,0.047861,745
2180,0.048311,752
2181,0.048889,761
2182,0.049917,777
2183,0.045741,712
2184,0.043236,673
2185,0.047540,740
2186,0.044971,700
2187,0.049275,767
2188,0.049468,770
2189,0.047283,736
2190,0.046320,721
2191,0.047797,744
2192,0.048825,760
2193,0.048118,749
2194,0.046255,720
2195,0.044392,691
2196,0.046769,728
2197,0.052037,810
2198,0.046320,721
2199,0.047026,732
2200,0.044457,692
2201,0.049275,767
2202,0.049082,764
2203,0.049596,772
2204,0.047797,744
2205,0.048697,758
2206,0.045356,706
2207,0.048375,753
2208,0.046705,727
2209,0.047797,744
2210,0.046063,717
2211,0.046577,725
2212,0.047091,733
2213,0.044714,696
2214,0.044135,687
2215,0.047861,745
2216,0.048504,755
2217,0.047540,740
2218,0.045934,715
2219,0.047861,745
2220,0.047605,741
2221,0.043878,683
2222,0.048954,762
2223,0.049403,769
2224,0.047412,738
2225,0.051523,802
2226,0.049468,770
2227,0.048247,751
2228,0.047861,745
2229,0.050110,780
2230,0.046641,726
2231,0.048375,753
2232,0.051202,797
2233,0.051331,799
2234,0.045998,716
2235,0.047283,736
2236,0.048375,753
2237,0.047540,740
2238,0.046641,726
2239,0.050624,788
2240,0.046898,730
2241,0.046962,731
2242,0.048889,761
2243,0.048440,754
2244,0.047926,746
2245,0.049532,771
2246,0.047733,743
2247,0.046834,729
2248,0.047669,742
2249,0.049146,765
2250,0.049018,763
2251,0.048761,759
2252,0.049725,774
2253,0.048697,758
2254,0.048568,756
2255,0.051074,795
2256,0.049596,772
2257,0.046962,731
2258,0.050752,790
2259,0.050881,792
2260,0.050624,788
2261,0.047926,746
2262,0.050303,783
2263,0.047540,740
2264,0.051523,802
2265,0.046320,721
2266,0.048504,755
2267,0.046769,728
2268,0.050752,790
2269,0.049853,776
2270,0.050945,793
2271,0.051459,801
2272,0.046898,730
2273,0.049403,769
2274,0.048697,758
2275,0.051652,804
2276,0.047219,735
2277,0.050431,785
2278,0.051395,800
2279,0.051652,804
2280,0.048825,760
2281,0.049211,766
2282,0.052487,817
2283,0.048889,761
2284,0.051395,800
2285,0.048889,761
2286,0.049853,776
2287,0.051202,797
2288,0.049339,768
2289,0.050110,780
2290,0.050817,791
2291,0.048568,756
2292,0.050817,791
2293,0.048375,753
2294,0.052166,812
2295,0.051202,797
2296,0.050495,786
2297,0.049725,774
2298,0.048761,759
2299,0.051138,796
2300,0.049275,767
2301,0.053836,838
2302,0.048697,758
2303,0.050431,785
2304,0.050560,787
2305,0.053386,831
2306,0.049660,773
2307,0.053965,840
2308,0.049660,773
2309,0.051266,798
2310,0.052551,818
2311,0.047348,737
2312,0.051588,803
2313,0.049082,764
2314,0.054607,850
2315,0.049725,774
2316,0.049596,772
2317,0.052166,812
2318,0.049789,775
2319,0.049468,770
2320,0.051009,794
2321,0.053579,834
2322,0.050688,789
2323,0.051138,796
2324,0.049853,776
2325,0.052487,817
2326,0.050431,785
2327,0.055314,861
2328,0.053001,825
2329,0.052551,818
2330,0.048761,759
2331,0.052102,811
2332,0.052487,817
2333,0.051588,803
2334,0.052423,816
2335,0.052166,812
2336,0.051973,809
2337,0.054222,844
2338,0.052166,812
2339,0.055956,871
2340,0.056149,874
2341,0.048761,759
2342,0.053129,827
2343,0.048954,762
2344,0.051909,808
2345,0.050367,784
2346,0.055506,864
2347,0.055314,861
2348,0.055057,857
2349,0.050367,784
2350,0.055442,863
2351,0.055506,864
2352,0.052102,811
2353,0.051716,805
2354,0.055185,859
2355,0.054993,856
2356,0.049146,765
2357,0.054222,844
2358,0.054543,849
2359,0.050752,790
2360,0.053643,835
2361,0.055121,858
2362,0.053129,827
2363,0.052872,823
2364,0.056534,880
2365,0.052230,813
2366,0.056277,876
2367,0.058012,903
2368,0.054993,856
2369,0.054414,847
2370,0.051588,803
2371,0.051266,798
2372,0.058590,912
2373,0.056920,886
2374,0.055506,864
2375,0.054029,841
2376,0.055699,867
2377,0.054222,844
2378,0.053451,832
2379,0.056920,886
2380,0.051459,801
2381,0.054479,848
2382,0.053900,839
2383,0.058654,913
2384,0.056727,883
2385,0.053836,838
2386,0.052037,810
2387,0.054350,846
2388,0.055250,860
2389,0.054479,848
2390,0.056599,881
2391,0.056020,872
2392,0.056920,886
2393,0.054864,854
2394,0.056213,875
2395,0.052744,821
2396,0.053708,836
2397,0.053322,830
2398,0.057305,892
2399,0.055442,863
2400,0.053129,827
2401,0.054286,845
2402,0.058911,917
2403,0.055699,867
2404,0.054350,846
2405,0.054864,854
2406,0.058269,907
2407,0.055057,857
2408,0.055571,865
2409,0.060389,940
2410,0.054993,856
2411,0.053900,839
2412,0.054222,844
2413,0.056085,873
2414,0.057113,889
2415,0.060903,948
2416,0.058269,907
2417,0.053451,832
2418,0.056534,880
2419,0.056534,880
2420,0.057948,902
2421,0.058783,915
2422,0.055314,861
2423,0.058976,918
2424,0.057883,901
2425,0.060389,940
2426,0.056277,876
2427,0.058397,909
2428,0.057562,896
2429,0.055506,864
2430,0.057627,897
2431,0.060196,937
2432,0.058397,909
2433,0.058719,914
2434,0.059104,920
2435,0.056856,885
2436,0.054157,843
2437,0.058719,914
2438,0.057627,897
2439,0.056406,878
2440,0.057498,895
2441,0.059939,933
2442,0.060710,945
2443,0.058462,910
2444,0.056149,874
2445,0.057241,891
2446,0.058783,915
2447,0.058847,916
2448,0.057883,901
2449,0.055121,858
2450,0.056085,873
2451,0.054864,854
2452,0.057177,890
2453,0.058012,903
2454,0.059682,929
2455,0.057819,900
2456,0.054993,856
2457,0.059811,931
2458,0.060839,947
2459,0.058847,916
2460,0.054864,854
2461,0.060903,948
2462,0.061160,952
2463,0.058590,912
2464,0.059618,928
2465,0.058076,904
2466,0.061031,950
2467,0.059233,922
2468,0.057498,895
2469,0.057819,900
2470,0.060839,947
2471,0.059104,920
2472,0.061802,962
2473,0.059297,923
2474,0.060261,938
2475,0.058205,906
2476,0.057627,897
2477,0.063794,993
2478,0.058526,911
2479,0.056856,885
2480,0.058012,903
2481,0.058140,905
2482,0.059811,931
2483,0.062252,969
2484,0.058205,906
2485,0.059682,929
2486,0.056791,884
2487,0.057819,900
2488,0.061096,951
2489,0.059040,919
2490,0.059040,919
2491,0.058719,914
2492,0.059875,932
2493,0.055442,863
2494,0.057498,895
2495,0.058911,917
2496,0.061031,950
2497,0.058076,904
2498,0.058590,912
2499,0.059618,928
2500,0.057627,897
2501,0.060068,935
2502,0.057434,894
2503,0.062830,978
2504,0.060132,936
2505,0.056534,880
2506,0.058012,903
2507,0.062766,977
2508,0.060903,948
2509,0.062124,967
2510,0.059554,927
2511,0.054607,850
2512,0.058076,904
2513,0.058462,910
2514,0.062252,969
2515,0.056920,886
2516,0.060582,943
2517,0.057691,898
2518,0.056213,875
2519,0.058462,910
2520,0.056920,886
2521,0.058783,915
2522,0.055378,862
2523,0.058719,914
2524,0.058076,904
2525,0.058012,903
2526,0.060261,938
2527,0.063858,994
2528,0.057819,900
2529,0.059939,933
2530,0.059297,923
2531,0.061995,965
2532,0.060389,940
2533,0.060903,948
2534,0.060903,948
2535,0.060004,934
2536,0.060004,934
2537,0.061931,964
2538,0.059811,931
2539,0.060582,943
2540,0.060004,934
2541,0.064244,1000
2542,0.058269,907
2543,0.059554,927
2544,0.057755,899
2545,0.060132,936
2546,0.061224,953
2547,0.061224,953
2548,0.058911,917
2549,0.058076,904
2550,0.060068,935
2551,0.064115,998
2552,0.060710,945
2553,0.058654,913
2554,0.060774,946
2555,0.059747,930
2556,0.060839,947
2557,0.063987,996
2558,0.062702,976
2559,0.061674,960
2560,0.060325,939
2561,0.062830,978
2562,0.062509,973
2563,0.060774,946
2564,0.058847,916
2565,0.063087,982
2566,0.058205,906
2567,0.061096,951
2568,0.059875,932
2569,0.063537,989
2570,0.059811,931
2571,0.063023,981
2572,0.064501,1004
2573,0.064822,1009
2574,0.061160,952
2575,0.059168,921
2576,0.063216,984
2577,0.062445,972
2578,0.062766,977
2579,0.061224,953
2580,0.061353,955
2581,0.061353,955
2582,0.063087,982
2583,0.061674,960
2584,0.058269,907
2585,0.063665,991
2586,0.059490,926
2587,0.063922,995
2588,0.063665,991
2589,0.062766,977
2590,0.063537,989
2591,0.063858,994
2592,0.062252,969
2593,0.056213,875
2594,0.062316,970
2595,0.059490,926
2596,0.064436,1003
2597,0.061931,964
2598,0.062059,966
2599,0.057948,902
2600,0.058654,913
2601,0.061738,961
2602,0.059682,929
2603,0.061031,950
2604,0.062124,967
2605,0.062252,969
2606,0.061031,950
2607,0.062509,973
2608,0.064629,1006
2609,0.060774,946
2610,0.062509,973
2611,0.061481,957
2612,0.062316,970
2613,0.061610,959
2614,0.060196,937
2615,0.062124,967
2616,0.058590,912
2617,0.058911,917
2618,0.062252,969
2619,0.060582,943
2620,0.059425,925
2621,0.061802,962
2622,0.061995,965
2623,0.063087,982
2624,0.061224,953
2625,0.062894,979
2626,0.057305,892
2627,0.063730,992
2628,0.063730,992
2629,0.063987,996
2630,0.061224,953
2631,0.063023,981
2632,0.061867,963
2633,0.062830,978
2634,0.059747,930
2635,0.064693,1007
2636,0.060517,942
2637,0.059297,923
2638,0.059939,933
2639,0.064372,1002
2640,0.060646,944
2641,0.061031,950
2642,0.065593,1021
2643,0.061353,955
2644,0.059939,933
2645,0.059554,927
2646,0.062124,967
2647,0.059233,922
2648,0.060582,943
2649,0.061610,959
2650,0.060903,948
2651,0.061995,965
2652,0.060839,947
2653,0.060710,945
2654,0.059233,922
2655,0.059682,929
2656,0.062702,976
2657,0.060389,940
2658,0.060710,945
2659,0.059233,922
2660,0.062830,978
2661,0.058333,908
2662,0.062316,970
2663,0.062316,970
2664,0.061353,955
2665,0.062894,979
2666,0.065207,1015
2667,0.063794,993
2668,0.059233,922
2669,0.064179,999
2670,0.060710,945
2671,0.058911,917
2672,0.056534,880
2673,0.063794,993
2674,0.060517,942
2675,0.061802,962
2676,0.059425,925
2677,0.061931,964
2678,0.060903,948
2679,0.056663,882
2680,0.060582,943
2681,0.062124,967
2682,0.060261,938
2683,0.059297,923
2684,0.062573,974
2685,0.060517,942
2686,0.059297,923
2687,0.058269,907
2688,0.057691,898
2689,0.063344,986
2690,0.061031,950
2691,0.061481,957
2692,0.060132,936
2693,0.060068,935
2694,0.057177,890
2695,0.058397,909
2696,0.062252,969
2697,0.060261,938
2698,0.056984,887
2699,0.061096,951
2700,0.060325,939
2701,0.059554,927
2702,0.060582,943
2703,0.061610,959
2704,0.061096,951
2705,0.058783,915
2706,0.059425,925
2707,0.062316,970
2708,0.060839,947
2709,0.061031,950
2710,0.056342,877
2711,0.061802,962
2712,0.060196,937
2713,0.060325,939
2714,0.060646,944
2715,0.059811,931
2716,0.059747,930
2717,0.058783,915
2718,0.060646,944
2719,0.060004,934
2720,0.065207,1015
2721,0.062252,969
2722,0.060196,937
2723,0.062766,977
2724,0.059297,923
2725,0.058976,918
2726,0.060261,938
2727,0.062059,966
2728,0.058654,913
2729,0.056470,879
2730,0.061995,965
2731,0.063087,982
2732,0.062638,975
2733,0.060582,943
2734,0.061031,950
2735,0.058783,915
2736,0.060196,937
2737,0.057434,894
2738,0.058976,918
2739,0.060261,938
2740,0.056984,887
2741,0.059747,930
2742,0.061288,954
2743,0.061417,956
2744,0.058012,903
2745,0.058654,913
2746,0.060389,940
2747,0.060967,949
2748,0.059361,924
2749,0.059618,928
2750,0.056406,878
2751,0.060325,939
2752,0.057305,892
2753,0.060004,934
2754,0.055635,866
2755,0.058847,916
2756,0.059040,919
2757,0.060839,947
2758,0.058140,905
2759,0.059747,930
2760,0.054479,848
2761,0.057755,899
2762,0.058526,911
2763,0.060453,941
2764,0.058333,908
2765,0.056920,886
2766,0.060967,949
2767,0.058783,915
2768,0.054800,853
2769,0.054222,844
2770,0.060004,934
2771,0.058269,907
2772,0.058654,913
2773,0.055506,864
2774,0.056920,886
2775,0.055378,862
2776,0.059682,929
2777,0.057177,890
2778,0.058719,914
2779,0.056791,884
2780,0.056727,883
2781,0.056727,883
2782,0.057113,889
2783,0.053643,835
2784,0.054607,850
2785,0.054864,854
2786,0.054350,846
2787,0.053386,831
2788,0.055956,871
2789,0.056277,876
2790,0.055250,860
2791,0.052937,824
2792,0.053451,832
2793,0.055763,868
2794,0.055057,857
2795,0.056791,884
2796,0.053515,833
2797,0.054093,842
2798,0.058590,912
2799,0.051845,807
2800,0.050174,781
2801,0.057948,902
2802,0.052102,811
2803,0.053451,832
2804,0.055571,865
2805,0.055828,869
2806,0.056984,887
2807,0.053708,836
2808,0.054350,846
2809,0.056791,884
2810,0.056020,872
2811,0.052037,810
2812,0.053386,831
2813,0.053129,827
2814,0.051009,794
2815,0.051202,797
2816,0.054671,851
2817,0.053643,835
2818,0.053451,832
2819,0.056920,886
2820,0.053708,836
2821,0.054479,848
2822,0.054736,852
2823,0.052037,810
2824,0.055378,862
2825,0.054479,848
2826,0.052551,818
2827,0.053643,835
2828,0.052680,820
2829,0.053643,835
2830,0.051202,797
2831,0.050624,788
2832,0.052487,817
2833,0.053065,826
2834,0.051652,804
2835,0.051523,802
2836,0.053451,832
2837,0.050303,783
2838,0.052616,819
2839,0.052166,812
2840,0.050881,792
2841,0.052937,824
2842,0.049403,769
2843,0.051780,806
2844,0.048375,753
2845,0.052102,811
2846,0.052744,821
2847,0.053194,828
2848,0.050367,784
2849,0.049532,771
2850,0.051331,799
2851,0.053579,834
2852,0.051074,795
2853,0.051009,794
2854,0.049917,777
2855,0.052294,814
2856,0.052230,813
2857,0.050881,792
2858,0.047348,737
2859,0.051138,796
2860,0.049789,775
2861,0.050945,793
2862,0.049018,763
2863,0.052744,821
2864,0.050881,792
2865,0.052359,815
2866,0.052487,817
2867,0.047926,746
2868,0.049082,764
2869,0.049211,766
2870,0.047476,739
2871,0.047669,742
2872,0.051459,801
2873,0.049018,763
2874,0.049982,778
2875,0.050945,793
2876,0.046255,720
2877,0.049596,772
2878,0.051074,795
2879,0.050817,791
2880,0.048440,754
2881,0.047219,735
2882,0.048311,752
2883,0.049339,768
2884,0.050495,786
2885,0.049596,772
2886,0.050303,783
2887,0.045806,713
2888,0.047990,747
2889,0.046255,720
2890,0.048825,760
2891,0.047797,744
2892,0.048761,759
2893,0.048183,750
2894,0.047476,739
2895,0.046641,726
