Cumulative sequencing depth,Fraction of target bases(%)
3566,1.086552
3567,1.081927
3568,1.077944
3569,1.072997
3570,1.068628
3571,1.063039
3572,1.059441
3573,1.054816
3574,1.049998
3575,1.046593
3576,1.042610
3577,1.038562
3578,1.034386
3579,1.030082
3580,1.025392
3581,1.021024
3582,1.016719
3583,1.012801
3584,1.008817
3585,1.003999
3586,0.998860
3587,0.993720
3588,0.989095
3589,0.984855
3590,0.980486
3591,0.976310
3592,0.971492
3593,0.967509
3594,0.963140
3595,0.959543
3596,0.954981
3597,0.950420
3598,0.946180
3599,0.942390
3600,0.938085
3601,0.934231
3602,0.930376
3603,0.925686
3604,0.922153
3605,0.918362
3606,0.915215
3607,0.911617
3608,0.906927
3609,0.903072
3610,0.898447
3611,0.893693
3612,0.889710
3613,0.885534
3614,0.881358
3615,0.877953
3616,0.874484
3617,0.870629
3618,0.867032
3619,0.863177
3620,0.859772
3621,0.855468
3622,0.852384
3623,0.848465
3624,0.845317
3625,0.841913
3626,0.837801
3627,0.833882
3628,0.829000
3629,0.825787
3630,0.822575
3631,0.817950
3632,0.814802
3633,0.811268
3634,0.807992
3635,0.804587
3636,0.800347
3637,0.797135
3638,0.794308
3639,0.791160
3640,0.787305
3641,0.783194
3642,0.779789
3643,0.777026
3644,0.774457
3645,0.771823
3646,0.769382
3647,0.766876
3648,0.763728
3649,0.761223
3650,0.758267
3651,0.755633
3652,0.752807
3653,0.749916
3654,0.746511
3655,0.743556
3656,0.740086
3657,0.736553
3658,0.734047
3659,0.730514
3660,0.727302
3661,0.725118
3662,0.722227
3663,0.719271
3664,0.716509
3665,0.712719
3666,0.708992
3667,0.705716
3668,0.702375
3669,0.699228
3670,0.696401
3671,0.692546
3672,0.689462
3673,0.686250
3674,0.683359
3675,0.680340
3676,0.677192
3677,0.673723
3678,0.671731
3679,0.669033
3680,0.666720
3681,0.663829
3682,0.661388
3683,0.658304
3684,0.656377
3685,0.654128
3686,0.651366
3687,0.649053
3688,0.646483
3689,0.644235
3690,0.641922
3691,0.639417
3692,0.636975
3693,0.634341
3694,0.631900
3695,0.629202
3696,0.626375
3697,0.623613
3698,0.621364
3699,0.619244
3700,0.616996
3701,0.615133
3702,0.613141
3703,0.611406
3704,0.609029
3705,0.606138
3706,0.603633
3707,0.600870
3708,0.598494
3709,0.596373
3710,0.593996
3711,0.591234
3712,0.588921
3713,0.586480
3714,0.583974
3715,0.581148
3716,0.579092
3717,0.576458
3718,0.574209
3719,0.572282
3720,0.569391
3721,0.567143
3722,0.565215
3723,0.562196
3724,0.560397
3725,0.558534
3726,0.556542
3727,0.554230
3728,0.551467
3729,0.549604
3730,0.547227
3731,0.545749
3732,0.543951
3733,0.541895
3734,0.539518
3735,0.537398
3736,0.535535
3737,0.534250
3738,0.533029
3739,0.530845
3740,0.528596
3741,0.526476
3742,0.524613
3743,0.523072
3744,0.521208
3745,0.519602
3746,0.517354
3747,0.515491
3748,0.513949
3749,0.512086
3750,0.509902
3751,0.508103
3752,0.506240
3753,0.504698
3754,0.502835
3755,0.501036
3756,0.499558
3757,0.497824
3758,0.495190
3759,0.493198
3760,0.492363
3761,0.490050
3762,0.488637
3763,0.486838
3764,0.485039
3765,0.483690
3766,0.482341
3767,0.480863
3768,0.478872
3769,0.477330
3770,0.475467
3771,0.474182
3772,0.472319
3773,0.470456
3774,0.468593
3775,0.467244
3776,0.465702
3777,0.463903
3778,0.462618
3779,0.461398
3780,0.459920
3781,0.458250
3782,0.456451
3783,0.454459
3784,0.453046
3785,0.451440
3786,0.450091
3787,0.448356
3788,0.447136
3789,0.445080
3790,0.443088
3791,0.441868
3792,0.439876
3793,0.438013
3794,0.436535
3795,0.435315
3796,0.433387
3797,0.431910
3798,0.429854
3799,0.428376
3800,0.427477
3801,0.426128
3802,0.424779
3803,0.423430
3804,0.422016
3805,0.420731
3806,0.419254
3807,0.417519
3808,0.416234
3809,0.414693
3810,0.412894
3811,0.411416
3812,0.410388
3813,0.408846
3814,0.407497
3815,0.405506
3816,0.404285
3817,0.403064
3818,0.401587
3819,0.400173
3820,0.399017
3821,0.397475
3822,0.396512
3823,0.395484
3824,0.394199
3825,0.393107
3826,0.391758
3827,0.390408
3828,0.388995
3829,0.388031
3830,0.386490
3831,0.385140
3832,0.383470
3833,0.381993
3834,0.380579
3835,0.379487
3836,0.378202
3837,0.377046
3838,0.375247
3839,0.373448
3840,0.372613
3841,0.371071
3842,0.370043
3843,0.369272
3844,0.368180
3845,0.366446
3846,0.365032
3847,0.363876
3848,0.362077
3849,0.360985
3850,0.359828
3851,0.358736
3852,0.357837
3853,0.356231
3854,0.355139
3855,0.353725
3856,0.352376
3857,0.351413
3858,0.350449
3859,0.349806
3860,0.348457
3861,0.347429
3862,0.346273
3863,0.345245
3864,0.344217
3865,0.343189
3866,0.342418
3867,0.341391
3868,0.340555
3869,0.339913
3870,0.339078
3871,0.338050
3872,0.337279
3873,0.336765
3874,0.335737
3875,0.334902
3876,0.334324
3877,0.333296
3878,0.331947
3879,0.331047
3880,0.329955
3881,0.329120
3882,0.327899
3883,0.326872
3884,0.326036
3885,0.325330
3886,0.324237
3887,0.323274
3888,0.322439
3889,0.321411
3890,0.320254
3891,0.319612
3892,0.318456
3893,0.317877
3894,0.317299
3895,0.316464
3896,0.315822
3897,0.314922
3898,0.313894
3899,0.312931
3900,0.312031
3901,0.311389
3902,0.310618
3903,0.310040
3904,0.309076
3905,0.308048
3906,0.307149
3907,0.306506
3908,0.306185
3909,0.305543
3910,0.304900
3911,0.304065
3912,0.303166
3913,0.302330
3914,0.301624
3915,0.300660
3916,0.299696
3917,0.298669
3918,0.298026
3919,0.297384
3920,0.296741
3921,0.296163
3922,0.295071
3923,0.294557
3924,0.293722
3925,0.293208
3926,0.292373
3927,0.291987
3928,0.291216
3929,0.290317
3930,0.289546
3931,0.288839
3932,0.288133
3933,0.287040
3934,0.286077
3935,0.285691
3936,0.285113
3937,0.284728
3938,0.283828
3939,0.283122
3940,0.282479
3941,0.281580
3942,0.280745
3943,0.279974
3944,0.279139
3945,0.278625
3946,0.278111
3947,0.277275
3948,0.276697
3949,0.276055
3950,0.275477
3951,0.275091
3952,0.274256
3953,0.273742
3954,0.273357
3955,0.272971
3956,0.272200
3957,0.271750
3958,0.271301
3959,0.271044
3960,0.270016
3961,0.269245
3962,0.268795
3963,0.267767
3964,0.267446
3965,0.266868
3966,0.266290
3967,0.265583
3968,0.264876
3969,0.264105
3970,0.263913
3971,0.263270
3972,0.262692
3973,0.262050
3974,0.261664
3975,0.260829
3976,0.260379
3977,0.259801
3978,0.259287
3979,0.258581
3980,0.257938
3981,0.257039
3982,0.256396
3983,0.255754
3984,0.255368
3985,0.255176
3986,0.254726
3987,0.254276
3988,0.253827
3989,0.253184
3990,0.252285
3991,0.251771
3992,0.251514
3993,0.250871
3994,0.250165
3995,0.249715
3996,0.249072
3997,0.248237
3998,0.247595
3999,0.247338
4000,0.247209
4001,0.246503
4002,0.245989
4003,0.245603
4004,0.245154
4005,0.244704
4006,0.243997
4007,0.243291
4008,0.242969
4009,0.242134
4010,0.241749
4011,0.241492
4012,0.240721
4013,0.240400
4014,0.239564
4015,0.238986
4016,0.238280
4017,0.237509
4018,0.236995
4019,0.236416
4020,0.235710
4021,0.235324
4022,0.234810
4023,0.234168
4024,0.233590
4025,0.233140
4026,0.232562
4027,0.231984
4028,0.231470
4029,0.231020
4030,0.230570
4031,0.229864
4032,0.229285
4033,0.228771
4034,0.228258
4035,0.227808
4036,0.227358
4037,0.226908
4038,0.226394
4039,0.226266
4040,0.225881
4041,0.225238
4042,0.224724
4043,0.224531
4044,0.224210
4045,0.223889
4046,0.223439
4047,0.223054
4048,0.222347
4049,0.221962
4050,0.221640
4051,0.221319
4052,0.221126
4053,0.220741
4054,0.220420
4055,0.220099
4056,0.219842
4057,0.219585
4058,0.219328
4059,0.219135
4060,0.218685
4061,0.218300
4062,0.217786
4063,0.217143
4064,0.216758
4065,0.216180
4066,0.215923
4067,0.215666
4068,0.215023
4069,0.214831
4070,0.214445
4071,0.214188
4072,0.213803
4073,0.213674
4074,0.213225
4075,0.212903
4076,0.212646
4077,0.212582
4078,0.212132
4079,0.211811
4080,0.211361
4081,0.211040
4082,0.210783
4083,0.210462
4084,0.210205
4085,0.210012
4086,0.209820
4087,0.209498
4088,0.209177
4089,0.208792
4090,0.208342
4091,0.207892
4092,0.207764
4093,0.207378
4094,0.207057
4095,0.206993
4096,0.206543
4097,0.206350
4098,0.206029
4099,0.205901
4100,0.205451
4101,0.204809
4102,0.204487
4103,0.204295
4104,0.204038
4105,0.203524
4106,0.203460
4107,0.203138
4108,0.202946
4109,0.202881
4110,0.202689
4111,0.202496
4112,0.202432
4113,0.202239
4114,0.202046
4115,0.201982
4116,0.201596
4117,0.201147
4118,0.201018
4119,0.200761
4120,0.200440
4121,0.200183
4122,0.199862
4123,0.199605
4124,0.199284
4125,0.198962
4126,0.198449
4127,0.198063
4128,0.198063
4129,0.197935
4130,0.197870
4131,0.197806
4132,0.197678
4133,0.197549
4134,0.197421
4135,0.197099
4136,0.196971
4137,0.196842
4138,0.196714
4139,0.196585
4140,0.196521
4141,0.196457
4142,0.196200
4143,0.196072
4144,0.195943
4145,0.195815
4146,0.195686
4147,0.195301
4148,0.195044
4149,0.194915
4150,0.194787
4151,0.194722
4152,0.194658
4153,0.194530
4154,0.194273
4155,0.193951
4156,0.193694
4157,0.193566
4158,0.193502
4159,0.193373
4160,0.193245
4161,0.193181
4162,0.192859
4163,0.192795
4164,0.192667
4165,0.192538
4166,0.192538
4167,0.192345
4168,0.191896
4169,0.191639
4170,0.191510
4171,0.191253
4172,0.191060
4173,0.190868
4174,0.190675
4175,0.190611
4176,0.190482
4177,0.190354
4178,0.190225
4179,0.190033
4180,0.189840
4181,0.189583
4182,0.189390
4183,0.189005
4184,0.188940
4185,0.188812
4186,0.188234
4187,0.188170
4188,0.187913
4189,0.187913
4190,0.187656
4191,0.187334
4192,0.187142
4193,0.187013
4194,0.186949
4195,0.186820
4196,0.186692
4197,0.186499
4198,0.186242
4199,0.185985
4200,0.185728
4201,0.185600
4202,0.185279
4203,0.185150
4204,0.185150
4205,0.185150
4206,0.184957
4207,0.184700
4208,0.184572
4209,0.184251
4210,0.184186
4211,0.183801
4212,0.183544
4213,0.183544
4214,0.183287
4215,0.182902
4216,0.182516
4217,0.182516
4218,0.182388
4219,0.181938
4220,0.181874
4221,0.181809
4222,0.181617
4223,0.181424
4224,0.181295
4225,0.181103
4226,0.180782
4227,0.180396
4228,0.180075
4229,0.179882
4230,0.179818
4231,0.179625
4232,0.179497
4233,0.179111
4234,0.178983
4235,0.178726
4236,0.178661
4237,0.178340
4238,0.178212
4239,0.177955
4240,0.177634
4241,0.177312
4242,0.177248
4243,0.177055
4244,0.176991
4245,0.176863
4246,0.176734
4247,0.176670
4248,0.176606
4249,0.176477
4250,0.176156
4251,0.175963
4252,0.175835
4253,0.175578
4254,0.175385
4255,0.175321
4256,0.175192
4257,0.175128
4258,0.175064
4259,0.175000
4260,0.174871
4261,0.174678
4262,0.174293
4263,0.174100
4264,0.173779
4265,0.173715
4266,0.173650
4267,0.173394
4268,0.173201
4269,0.173201
4270,0.173137
4271,0.173008
4272,0.172815
4273,0.172494
4274,0.172430
4275,0.172366
4276,0.172237
4277,0.172237
4278,0.171980
4279,0.171787
4280,0.171723
4281,0.171595
4282,0.171530
4283,0.171145
4284,0.171016
4285,0.170888
4286,0.170824
4287,0.170760
4288,0.170695
4289,0.170567
4290,0.170567
4291,0.170503
4292,0.170503
4293,0.170438
4294,0.170181
4295,0.169924
4296,0.169796
4297,0.169603
4298,0.169475
4299,0.169346
4300,0.169089
4301,0.168832
4302,0.168575
4303,0.168383
4304,0.168318
4305,0.168254
4306,0.168190
4307,0.168126
4308,0.167869
4309,0.167804
4310,0.167483
4311,0.167355
4312,0.167162
4313,0.167162
4314,0.167098
4315,0.167033
4316,0.166776
4317,0.166712
4318,0.166584
4319,0.166391
4320,0.166070
4321,0.165877
4322,0.165749
4323,0.165042
4324,0.164978
4325,0.164721
4326,0.164464
4327,0.164014
4328,0.163885
4329,0.163757
4330,0.163628
4331,0.163564
4332,0.163500
4333,0.163179
4334,0.163115
4335,0.162986
4336,0.162793
4337,0.162665
4338,0.162472
4339,0.162279
4340,0.162087
4341,0.161830
4342,0.161765
4343,0.161573
4344,0.161444
4345,0.161251
4346,0.161123
4347,0.160994
4348,0.160866
4349,0.160673
4350,0.160481
4351,0.160095
4352,0.159838
4353,0.159710
4354,0.159453
4355,0.159324
4356,0.159324
4357,0.159196
4358,0.159003
4359,0.158810
4360,0.158617
4361,0.158553
4362,0.158489
4363,0.158168
4364,0.158039
4365,0.157782
4366,0.157654
4367,0.157461
4368,0.157268
4369,0.157076
4370,0.156947
4371,0.156690
4372,0.156626
4373,0.156562
4374,0.156369
4375,0.156176
4376,0.156048
4377,0.155791
4378,0.155598
4379,0.155277
4380,0.155020
4381,0.154891
4382,0.154763
4383,0.154699
4384,0.154506
4385,0.154249
4386,0.154056
4387,0.154056
4388,0.153735
4389,0.153478
4390,0.153414
4391,0.153285
4392,0.153157
4393,0.152707
4394,0.152450
4395,0.152129
4396,0.151936
4397,0.151679
4398,0.151551
4399,0.151229
4400,0.151165
4401,0.151165
4402,0.151037
4403,0.150908
4404,0.150716
4405,0.150394
4406,0.150073
4407,0.149945
4408,0.149945
4409,0.149945
4410,0.149688
4411,0.149366
4412,0.149302
4413,0.148917
4414,0.148788
4415,0.148660
4416,0.148531
4417,0.148403
4418,0.148403
4419,0.148274
4420,0.148082
4421,0.148017
4422,0.147953
4423,0.147889
4424,0.147696
4425,0.147568
4426,0.147568
4427,0.147503
4428,0.147311
4429,0.147118
4430,0.146925
4431,0.146925
4432,0.146861
4433,0.146732
4434,0.146540
4435,0.146540
4436,0.146475
4437,0.146347
4438,0.146283
4439,0.146283
4440,0.146090
4441,0.146026
4442,0.145961
4443,0.145961
4444,0.145705
4445,0.145640
4446,0.145640
4447,0.145512
4448,0.145448
4449,0.145383
4450,0.145383
4451,0.145319
4452,0.145255
4453,0.145191
4454,0.144998
4455,0.144934
4456,0.144741
4457,0.144612
4458,0.144548
4459,0.144484
4460,0.144484
4461,0.144420
4462,0.144420
4463,0.144420
4464,0.144291
4465,0.144163
4466,0.144098
4467,0.143970
4468,0.143906
4469,0.143777
4470,0.143456
4471,0.143392
4472,0.143327
4473,0.143263
4474,0.143135
4475,0.143071
4476,0.142942
4477,0.142814
4478,0.142621
4479,0.142557
4480,0.142428
4481,0.142300
4482,0.142300
4483,0.142235
4484,0.142235
4485,0.142235
4486,0.142235
4487,0.142107
4488,0.142107
4489,0.142107
4490,0.142043
4491,0.141914
4492,0.141786
4493,0.141786
4494,0.141721
4495,0.141529
4496,0.141336
4497,0.141207
4498,0.141207
4499,0.140886
4500,0.140822
4501,0.140758
4502,0.140565
4503,0.140501
4504,0.140501
4505,0.140437
4506,0.140372
4507,0.140308
4508,0.140308
4509,0.140051
4510,0.139923
4511,0.139794
4512,0.139666
4513,0.139666
4514,0.139666
4515,0.139537
4516,0.139537
4517,0.139473
4518,0.139344
4519,0.139280
4520,0.139216
4521,0.139087
4522,0.139087
4523,0.139087
4524,0.139023
4525,0.139023
4526,0.138895
4527,0.138830
4528,0.138702
4529,0.138573
4530,0.138509
4531,0.138445
4532,0.138381
4533,0.138188
4534,0.138124
4535,0.137995
4536,0.137931
4537,0.137803
4538,0.137803
4539,0.137610
4540,0.137610
4541,0.137610
4542,0.137610
4543,0.137610
4544,0.137417
4545,0.137353
4546,0.137353
4547,0.137353
4548,0.137289
4549,0.137224
4550,0.137160
4551,0.137096
4552,0.137096
4553,0.137096
4554,0.137096
4555,0.137032
4556,0.136903
4557,0.136903
4558,0.136903
4559,0.136710
4560,0.136646
4561,0.136582
4562,0.136453
4563,0.136325
4564,0.136325
4565,0.136261
4566,0.136261
4567,0.136196
4568,0.135811
4569,0.135811
4570,0.135811
4571,0.135747
4572,0.135683
4573,0.135683
4574,0.135683
4575,0.135683
4576,0.135490
4577,0.135426
4578,0.135426
4579,0.135426
4580,0.135361
4581,0.135233
4582,0.135104
4583,0.135104
4584,0.135104
4585,0.134976
4586,0.134976
4587,0.134912
4588,0.134847
4589,0.134847
4590,0.134847
4591,0.134847
4592,0.134847
4593,0.134783
4594,0.134783
4595,0.134719
4596,0.134590
4597,0.134526
4598,0.134526
4599,0.134526
4600,0.134462
4601,0.134269
4602,0.134205
4603,0.134141
4604,0.134012
4605,0.133948
4606,0.133884
4607,0.133819
4608,0.133819
4609,0.133819
4610,0.133819
4611,0.133691
4612,0.133562
4613,0.133498
4614,0.133370
4615,0.133177
4616,0.133113
4617,0.133113
4618,0.133049
4619,0.133049
4620,0.132920
4621,0.132856
4622,0.132856
4623,0.132727
4624,0.132727
4625,0.132727
4626,0.132727
4627,0.132727
4628,0.132663
4629,0.132663
4630,0.132663
4631,0.132663
4632,0.132599
4633,0.132599
4634,0.132535
4635,0.132535
4636,0.132470
4637,0.132470
4638,0.132470
4639,0.132406
4640,0.132406
4641,0.132406
4642,0.132278
4643,0.132213
4644,0.132149
4645,0.132149
4646,0.132085
4647,0.132085
4648,0.132085
4649,0.132021
4650,0.132021
4651,0.132021
4652,0.132021
4653,0.132021
4654,0.132021
4655,0.131956
4656,0.131956
4657,0.131956
4658,0.131828
4659,0.131828
4660,0.131828
4661,0.131828
4662,0.131828
4663,0.131828
4664,0.131828
4665,0.131828
4666,0.131764
4667,0.131764
4668,0.131699
4669,0.131635
4670,0.131635
4671,0.131635
4672,0.131571
4673,0.131507
4674,0.131507
4675,0.131507
4676,0.131442
4677,0.131378
4678,0.131314
4679,0.131185
4680,0.131185
4681,0.131185
4682,0.131121
4683,0.130993
4684,0.130993
4685,0.130993
4686,0.130928
4687,0.130928
4688,0.130864
4689,0.130800
4690,0.130736
4691,0.130672
4692,0.130543
4693,0.130479
4694,0.130350
4695,0.130286
4696,0.130222
4697,0.130158
4698,0.130158
4699,0.130093
4700,0.129965
4701,0.129965
4702,0.129708
4703,0.129644
4704,0.129515
4705,0.129451
4706,0.129451
4707,0.129387
4708,0.129322
4709,0.129258
4710,0.129258
4711,0.129258
4712,0.129194
4713,0.129130
4714,0.129130
4715,0.129065
4716,0.129001
4717,0.129001
4718,0.128937
4719,0.128937
4720,0.128937
4721,0.128744
4722,0.128680
4723,0.128616
4724,0.128616
4725,0.128616
4726,0.128551
4727,0.128487
4728,0.128359
4729,0.128102
4730,0.128102
4731,0.128038
4732,0.128038
4733,0.127909
4734,0.127716
4735,0.127716
4736,0.127652
4737,0.127459
4738,0.127459
4739,0.127395
4740,0.127331
4741,0.127331
4742,0.127331
4743,0.127331
4744,0.127202
4745,0.127138
4746,0.127074
4747,0.127074
4748,0.126945
4749,0.126945
4750,0.126945
4751,0.126945
4752,0.126881
4753,0.126881
4754,0.126881
4755,0.126817
4756,0.126817
4757,0.126753
4758,0.126688
4759,0.126688
4760,0.126688
4761,0.126688
4762,0.126688
4763,0.126560
4764,0.126431
4765,0.126431
4766,0.126367
4767,0.126303
4768,0.126303
4769,0.126303
4770,0.126303
4771,0.126303
4772,0.126239
4773,0.126239
4774,0.126110
4775,0.126046
4776,0.125917
4777,0.125917
4778,0.125853
4779,0.125789
4780,0.125789
4781,0.125725
4782,0.125725
4783,0.125661
4784,0.125596
4785,0.125596
4786,0.125532
4787,0.125404
4788,0.125275
4789,0.125147
4790,0.125147
4791,0.125147
4792,0.125018
4793,0.124890
4794,0.124890
4795,0.124890
4796,0.124890
4797,0.124890
4798,0.124890
4799,0.124825
4800,0.124761
4801,0.124761
4802,0.124697
4803,0.124633
4804,0.124568
4805,0.124504
4806,0.124440
4807,0.124440
4808,0.124440
4809,0.124376
4810,0.124311
4811,0.124311
4812,0.124247
4813,0.124247
4814,0.124247
4815,0.124183
4816,0.124183
4817,0.124183
4818,0.124119
4819,0.123990
4820,0.123926
4821,0.123926
4822,0.123797
4823,0.123669
4824,0.123540
4825,0.123540
4826,0.123476
4827,0.123412
4828,0.123412
4829,0.123348
4830,0.123348
4831,0.123348
4832,0.123348
4833,0.123348
4834,0.123283
4835,0.123219
4836,0.123219
4837,0.123155
4838,0.123091
4839,0.123027
4840,0.123027
4841,0.122962
4842,0.122898
4843,0.122898
4844,0.122770
4845,0.122705
4846,0.122705
4847,0.122641
4848,0.122577
4849,0.122513
4850,0.122513
4851,0.122513
4852,0.122384
4853,0.122384
4854,0.122256
4855,0.122256
4856,0.122256
4857,0.122256
4858,0.122191
4859,0.122063
4860,0.121934
4861,0.121934
4862,0.121870
4863,0.121870
4864,0.121806
4865,0.121742
4866,0.121677
4867,0.121677
4868,0.121613
4869,0.121549
4870,0.121485
4871,0.121485
4872,0.121292
4873,0.121163
4874,0.121163
4875,0.121163
4876,0.120971
4877,0.120971
4878,0.120906
4879,0.120906
4880,0.120842
4881,0.120778
4882,0.120778
4883,0.120778
4884,0.120778
4885,0.120778
4886,0.120714
4887,0.120714
4888,0.120650
4889,0.120650
4890,0.120521
4891,0.120521
4892,0.120521
4893,0.120521
4894,0.120521
4895,0.120393
4896,0.120328
4897,0.120328
4898,0.120328
4899,0.120328
4900,0.120328
4901,0.120328
4902,0.120264
4903,0.120200
4904,0.120200
4905,0.120200
4906,0.120200
4907,0.120136
4908,0.120136
4909,0.120007
4910,0.119943
4911,0.119943
4912,0.119879
4913,0.119750
4914,0.119686
4915,0.119622
4916,0.119557
4917,0.119557
4918,0.119429
4919,0.119429
4920,0.119236
4921,0.119236
4922,0.119172
4923,0.119108
4924,0.119108
4925,0.119108
4926,0.119043
4927,0.118915
4928,0.118915
4929,0.118915
4930,0.118851
4931,0.118722
4932,0.118722
4933,0.118658
4934,0.118658
4935,0.118594
4936,0.118594
4937,0.118594
4938,0.118465
4939,0.118465
4940,0.118401
4941,0.118337
4942,0.118272
4943,0.118272
4944,0.118272
4945,0.118080
4946,0.118016
4947,0.118016
4948,0.117887
4949,0.117887
4950,0.117887
4951,0.117759
4952,0.117566
4953,0.117566
4954,0.117566
4955,0.117566
4956,0.117566
4957,0.117566
4958,0.117502
4959,0.117502
4960,0.117437
4961,0.117437
4962,0.117373
4963,0.117373
4964,0.117245
4965,0.117245
4966,0.117116
4967,0.117116
4968,0.116988
4969,0.116923
4970,0.116923
4971,0.116923
4972,0.116795
4973,0.116731
4974,0.116602
4975,0.116602
4976,0.116602
4977,0.116602
4978,0.116602
4979,0.116602
4980,0.116602
4981,0.116474
4982,0.116409
4983,0.116345
4984,0.116345
4985,0.116281
4986,0.116281
4987,0.116281
4988,0.116281
4989,0.116281
4990,0.116152
4991,0.116024
4992,0.115960
4993,0.115960
4994,0.115960
4995,0.115895
4996,0.115895
4997,0.115831
4998,0.115703
4999,0.115703
5000,0.115703
5001,0.115703
5002,0.115703
5003,0.115639
5004,0.115639
5005,0.115574
5006,0.115574
5007,0.115574
5008,0.115574
5009,0.115574
5010,0.115574
5011,0.115510
5012,0.115382
5013,0.115382
5014,0.115317
5015,0.115253
5016,0.115253
5017,0.115253
5018,0.115125
5019,0.115125
5020,0.115060
5021,0.114996
5022,0.114996
5023,0.114996
5024,0.114868
5025,0.114868
5026,0.114739
5027,0.114739
5028,0.114611
5029,0.114546
5030,0.114418
5031,0.114289
5032,0.114289
5033,0.114225
5034,0.114161
5035,0.114097
5036,0.113904
5037,0.113904
5038,0.113840
5039,0.113840
5040,0.113775
5041,0.113711
5042,0.113647
5043,0.113518
5044,0.113518
5045,0.113518
5046,0.113454
5047,0.113390
5048,0.113390
5049,0.113390
5050,0.113326
5051,0.113261
5052,0.113261
5053,0.113261
5054,0.113261
5055,0.113197
5056,0.113069
5057,0.113005
5058,0.112940
5059,0.112940
5060,0.112940
5061,0.112876
5062,0.112812
5063,0.112812
5064,0.112748
5065,0.112748
5066,0.112748
5067,0.112619
5068,0.112619
5069,0.112555
5070,0.112555
5071,0.112555
5072,0.112491
5073,0.112491
5074,0.112426
5075,0.112426
5076,0.112426
5077,0.112426
5078,0.112362
5079,0.112298
5080,0.112298
5081,0.112234
5082,0.112234
5083,0.112234
5084,0.112234
5085,0.112234
5086,0.112169
5087,0.112169
5088,0.112169
5089,0.112105
5090,0.111977
5091,0.111977
5092,0.111848
5093,0.111784
5094,0.111784
5095,0.111784
5096,0.111720
5097,0.111655
5098,0.111527
5099,0.111398
5100,0.111334
5101,0.111270
5102,0.111141
5103,0.111077
5104,0.111077
5105,0.111013
5106,0.111013
5107,0.110884
5108,0.110820
5109,0.110756
5110,0.110628
5111,0.110499
5112,0.110178
5113,0.110178
5114,0.110178
5115,0.110178
5116,0.110178
5117,0.110178
5118,0.110114
5119,0.110114
5120,0.109985
5121,0.109921
5122,0.109921
5123,0.109921
5124,0.109792
5125,0.109600
5126,0.109600
5127,0.109535
5128,0.109535
5129,0.109471
5130,0.109407
5131,0.109343
5132,0.109214
5133,0.109086
5134,0.109021
5135,0.109021
5136,0.109021
5137,0.108957
5138,0.108957
5139,0.108893
5140,0.108893
5141,0.108893
5142,0.108893
5143,0.108893
5144,0.108893
5145,0.108764
5146,0.108764
5147,0.108764
5148,0.108700
5149,0.108636
5150,0.108572
5151,0.108572
5152,0.108507
5153,0.108507
5154,0.108379
5155,0.108186
5156,0.108058
5157,0.108058
5158,0.108058
5159,0.108058
5160,0.107929
5161,0.107929
5162,0.107737
5163,0.107737
5164,0.107737
5165,0.107608
5166,0.107608
5167,0.107608
5168,0.107608
5169,0.107544
5170,0.107544
5171,0.107480
5172,0.107415
5173,0.107415
5174,0.107415
5175,0.107415
5176,0.107223
5177,0.107030
5178,0.106966
5179,0.106966
5180,0.106966
5181,0.106966
5182,0.106901
5183,0.106773
5184,0.106644
5185,0.106644
5186,0.106580
5187,0.106580
5188,0.106580
5189,0.106580
5190,0.106580
5191,0.106580
5192,0.106580
5193,0.106452
5194,0.106452
5195,0.106387
5196,0.106323
5197,0.106323
5198,0.106195
5199,0.106130
5200,0.106066
5201,0.106002
5202,0.105809
5203,0.105681
5204,0.105616
5205,0.105552
5206,0.105552
5207,0.105424
5208,0.105231
5209,0.105231
5210,0.105103
5211,0.104910
5212,0.104910
5213,0.104781
5214,0.104781
5215,0.104717
5216,0.104717
5217,0.104717
5218,0.104589
5219,0.104524
5220,0.104460
5221,0.104332
5222,0.104332
5223,0.104203
5224,0.104203
5225,0.104139
5226,0.104139
5227,0.104139
5228,0.104139
5229,0.104139
5230,0.104075
5231,0.103946
5232,0.103946
5233,0.103882
5234,0.103818
5235,0.103753
5236,0.103689
5237,0.103689
5238,0.103625
5239,0.103625
5240,0.103625
5241,0.103625
5242,0.103625
5243,0.103625
5244,0.103561
5245,0.103561
5246,0.103561
5247,0.103432
5248,0.103368
5249,0.103175
5250,0.103175
5251,0.103047
5252,0.102983
5253,0.102854
5254,0.102854
5255,0.102790
5256,0.102726
5257,0.102661
5258,0.102661
5259,0.102661
5260,0.102661
5261,0.102661
5262,0.102597
5263,0.102533
5264,0.102469
5265,0.102469
5266,0.102469
5267,0.102469
5268,0.102404
5269,0.102340
5270,0.102276
5271,0.102212
5272,0.102212
5273,0.102212
5274,0.102212
5275,0.102147
5276,0.102147
5277,0.102147
5278,0.102083
5279,0.102083
5280,0.102083
5281,0.102019
5282,0.101955
5283,0.101955
5284,0.101955
5285,0.101890
5286,0.101890
5287,0.101890
5288,0.101826
5289,0.101826
5290,0.101826
5291,0.101826
5292,0.101826
5293,0.101762
5294,0.101762
5295,0.101762
5296,0.101762
5297,0.101698
5298,0.101633
5299,0.101633
5300,0.101633
5301,0.101633
5302,0.101633
5303,0.101633
5304,0.101633
5305,0.101633
5306,0.101441
5307,0.101376
5308,0.101376
5309,0.101376
5310,0.101312
5311,0.101248
5312,0.101248
